lane_id,edge_id,from_node,to_node,speed,length
477771614_02_0,477771614_02,605257,605256,13.89,9.29
477771615_01_0,477771615_01,204816,605257,11.11,48.37
477771615_02_0,477771615_02,605257,204816,11.11,48.37
477771616_01_0,477771616_01,204922,605257,11.11,0.29
477771616_02_0,477771616_02,605257,204922,11.11,0.29
CL20220622172647A_01_0,CL20220622172647A_01,SN20220622172613A,SN20220622172640A,13.89,11.65
CL20220928231319G_01_0,CL20220928231319G_01,201278,CTN20220928231319G,13.89,5.88
CL20220928231319G_02_0,CL20220928231319G_02,CTN20220928231319G,201278,13.89,5.88
E1_0,E1,205832,204797,13.89,59.14
E3_0,E3,205201,204795,13.89,13.62
E4_0,E4,J0,202478,13.89,26.79
E4_1,E4,J0,202478,13.89,26.79
E4_2,E4,J0,202478,13.89,26.79
E7_0,E7,SN20220922004828D,SN20220922004758D,13.89,93.53
E7_1,E7,SN20220922004828D,SN20220922004758D,13.89,93.53
E8_0,E8,SN20220924160119A,SN20220924160309A,13.89,63.72
E8_1,E8,SN20220924160119A,SN20220924160309A,13.89,63.72
